,ID,Count
0,18288,411.7161898071397
1,18289,328.5710593520585
2,18290,278.0723185564785
3,18291,229.76122242880325
4,18292,193.39071525771834
5,18293,173.11659025850744
6,18294,186.14734328037497
7,18295,215.88175107423706
8,18296,248.60130610724704
9,18297,321.2472054638559
10,18298,455.9739242424431
11,18299,505.5068821077108
12,18300,510.86258744853455
13,18301,451.8181310271593
14,18302,483.1036447394024
15,18303,477.0016525887919
16,18304,464.8269344369743
17,18305,475.65540971623494
18,18306,487.36186947759796
19,18307,517.1401764955654
20,18308,496.9538499445643
21,18309,463.8538349693104
22,18310,465.53663856000634
23,18311,454.53256638432555
24,18312,392.3465961840783
25,18313,313.11311027570713
26,18314,264.99013247391395
27,18315,218.95187944214914
28,18316,184.29245859997096
29,18317,164.97214977806857
30,18318,177.3898581908468
31,18319,205.72538148648385
32,18320,236.9056128295178
33,18321,306.1338143064818
34,18322,434.5221819161918
35,18323,481.7248129967686
36,18324,486.82855390533337
37,18325,430.56190208550254
38,18326,460.37555799400286
39,18327,454.56064007358907
40,18328,442.958693527344
41,18329,453.27773252280224
42,18330,464.4334503557301
43,18331,492.81080759324084
44,18332,473.5741666550851
45,18333,442.0313744824813
46,18334,443.63500892096476
47,18335,433.14863415801284
48,18336,377.91978726059017
49,18337,301.59976198284386
50,18338,255.24629362073492
51,18339,210.9008935055502
52,18340,177.51591940702173
53,18341,158.9060293995739
54,18342,170.86713156603543
55,18343,198.16074145065002
56,18344,228.19445783942894
57,18345,294.87709872140226
58,18346,418.5445525637483
59,18347,464.0115158803925
60,18348,468.927589314334
61,18349,414.7298944893239
62,18350,443.44728520453396
63,18351,437.8461851445514
64,18352,426.6708488138431
65,18353,436.61045083875183
66,18354,447.35596654135594
67,18355,474.68987210985546
68,18356,456.16057347017676
69,18357,425.7776278210635
70,18358,427.3222957033129
71,18359,417.2215109428654
72,18360,262.62668383952035
73,18361,209.58983362711803
74,18362,177.37755448544243
75,18363,146.56073629180523
76,18364,123.36061464398293
77,18365,110.42809863390124
78,18366,118.74019210699967
79,18367,137.70725997598967
80,18368,158.5785019814336
81,18369,204.91807306194613
82,18370,290.8579322498357
83,18371,322.45415505324695
84,18372,325.8704674745316
85,18373,288.20702315790993
86,18374,308.16351484290067
87,18375,304.27115888750257
88,18376,296.50511535059326
89,18377,303.41241368870965
90,18378,310.8797632434301
91,18379,329.87483367325046
92,18380,316.9983227848289
93,18381,295.88439191885675
94,18382,296.95782341734787
95,18383,289.93851483591084
96,18384,261.67396939550656
97,18385,208.82951765733242
98,18386,176.73409299199648
99,18387,146.02906704803627
100,18388,122.91310703479589
101,18389,110.02750550659438
102,18390,118.30944571652839
103,18391,137.20770793616396
104,18392,158.0032366384797
105,18393,204.17470454663984
106,18394,289.8028050664161
107,18395,321.2844082226498
108,18396,324.6883275003993
109,18397,287.16151251209703
110,18398,307.0456092766548
111,18399,303.1673733782354
112,18400,295.42950223318775
113,18401,302.31174339585027
114,18402,309.75200411224216
115,18403,328.6781673095644
116,18404,315.84836773673555
117,18405,294.8110305611373
118,18406,295.88056803911866
119,18407,288.88672296571053
120,18408,410.1421509289403
121,18409,327.31489397776613
122,18410,277.00921574149334
123,18411,228.88281855312624
124,18412,192.65136006102074
125,18413,172.45474539965977
126,18414,185.43568033718566
127,18415,215.05641003179767
128,18416,247.6508744004753
129,18417,320.01904003477745
130,18418,454.2306828981109
131,18419,503.5742705045391
132,18420,508.9095003609507
133,18421,450.0907777636278
134,18422,481.25668331829365
135,18423,475.1780197933658
136,18424,463.04984700502075
137,18425,473.83692376388524
138,18426,485.49862836806324
139,18427,515.1630894549411
140,18428,495.053937578111
141,18429,462.08046780979794
142,18430,463.7568378466485
143,18431,452.7948355187217
144,18432,400.49484324098455
145,18433,319.61583772153364
146,18434,270.49344278178967
147,18435,223.49906813862393
148,18436,188.11984106741738
149,18437,168.3982884191949
150,18438,181.0738875770746
151,18439,209.99788251116888
152,18440,241.82566433825323
153,18441,312.491595859076
154,18442,443.54633077945346
155,18443,491.72926525381854
156,18444,496.93900056182986
157,18445,439.50380392842857
158,18446,469.9366293069198
159,18447,464.00094727566125
160,18448,452.15805171209513
161,18449,462.6913963239206
162,18450,474.0787959042726
163,18451,503.04549358679355
164,18452,483.40934643542323
165,18453,451.21147412197774
166,18454,452.84841281165336
167,18455,442.1442572061228
168,18456,415.43014966677197
169,18457,331.53499362445626
170,18458,280.5807198648589
171,18459,231.83382481492833
172,18460,195.13523094953308
173,18461,174.6782195632906
174,18462,187.8265188339143
175,18463,217.82915119540405
176,18464,250.843858853028
177,18465,324.1450735964418
178,18466,460.0871189469524
179,18467,510.0668977578006
180,18468,515.4709152008644
181,18469,455.8938376523347
182,18470,487.46156796181606
183,18471,481.3045316947189
184,18472,469.01998931048684
185,18473,479.9461447964623
186,18474,491.75820478130083
187,18475,521.8051323677339
188,18476,501.4367114313773
189,18477,468.0381118242465
190,18478,469.7360954470671
191,18479,458.6327590613193
192,18480,396.06055604371045
193,18481,316.0770445481049
194,18482,267.4985337822943
195,18483,221.02448182827425
196,18484,186.0369742917857
197,18485,166.53377908285174
198,18486,179.0690337443861
199,18487,207.67278160765085
200,18488,239.1481655752987
201,18489,309.03168243906765
202,18490,438.6353766207011
203,18491,486.28482864685844
204,18492,491.4368816576632
205,18493,434.6376087106779
206,18494,464.7334812164164
207,18495,458.8635191795161
208,18496,447.1517484008565
209,18497,457.5684676030296
210,18498,468.82978565943296
211,18499,497.4757634654094
212,18500,478.05702814189806
213,18501,446.2156513374174
214,18502,447.83446580802536
215,18503,437.2488268350066
216,18504,381.63374712022244
217,18505,304.56369625524155
218,18506,257.7546949291154
219,18507,212.97349589167527
220,18508,179.26043509883647
221,18509,160.46765870435706
222,18510,172.54630711957475
223,18511,200.10814157181704
224,18512,230.43701058520986
225,18513,297.7749668539882
226,18514,422.6577472682575
227,18515,468.5715315304823
228,18516,473.53591706666384
229,18517,418.80560111449927
230,18518,447.8052084269475
231,18519,442.1490642504784
232,18520,430.86390368735556
233,18521,440.9011859189791
234,18522,451.7523018450587
235,18523,479.35482798202395
236,18524,460.6434349569898
237,18525,429.9619046759996
238,18526,431.52175259037364
239,18527,421.3217036198592
240,18528,266.3406436991526
241,18529,212.55376789951575
242,18530,179.88595579382283
243,18531,148.6333386779303
244,18532,125.1051303357977
245,18533,111.98972793868441
246,18534,120.41936766053897
247,18535,139.6546600971567
248,18536,160.82105472721454
249,18537,207.815941194532
250,18538,294.97112695434487
251,18539,327.0141707033367
252,18540,330.47879522686145
253,18541,292.28272978308536
254,18542,312.5214380653143
255,18543,308.5740379934296
256,18544,300.6981702241058
257,18545,307.70314876893696
258,18546,315.2760985471329
259,18547,334.53978954541896
260,18548,321.4811842716419
261,18549,300.06866877379287
262,18550,301.1572803044086
263,18551,294.03870751290464
264,18552,265.38792925513883
265,18553,211.79345192973017
266,18554,179.2424943003769
267,18555,148.10166943416135
268,18556,124.65762272661064
269,18557,111.58913481137756
270,18558,119.9886212700677
271,18559,139.15510805733098
272,18560,160.24578938426063
273,18561,207.07257267922574
274,18562,293.9159997709253
275,18563,325.84442387273964
276,18564,329.296655252729
277,18565,291.2372191372724
278,18566,311.4035324990684
279,18567,307.4702524841624
280,18568,299.6225571067003
281,18569,306.60247847607764
282,18570,314.148339415945
283,18571,333.34312318173295
284,18572,320.3312292235486
285,18573,298.9953074160734
286,18574,300.0800249261794
287,18575,292.9869156427043
288,18576,413.85611078857255
289,18577,330.2788282501639
290,18578,279.5176170498737
291,18579,230.95542093925133
292,18580,194.39587575283545
293,18581,174.01637470444294
294,18582,187.11485589072498
295,18583,217.00381015296466
296,18584,249.89342714625622
297,18585,322.9169081673634
298,18586,458.34387760262
299,18587,508.1342861546289
300,18588,513.5178281132805
301,18589,454.16648438880316
302,18590,485.6146065407073
303,18591,479.4808988992929
304,18592,467.24290187853336
305,18593,478.1276588441126
306,18594,489.89496367176594
307,18595,519.8280453271096
308,18596,499.536799064924
309,18597,466.26474466473405
310,18598,467.9562947337092
311,18599,456.89502819571544
312,18600,404.2088031006168
313,18601,322.5797719939314
314,18602,273.00184409017004
315,18603,225.57167052474904
316,18604,189.86435675923215
317,18605,169.95991772397807
318,18606,182.75306313061392
319,18607,211.9452826323359
320,18608,244.0682170840342
321,18609,315.38946399166196
322,18610,447.6595254839626
323,18611,496.2892809039084
324,18612,501.54732831415964
325,18613,443.579510553604
326,18614,474.2945525293335
327,18615,468.30382638158824
328,18616,456.35110658560757
329,18617,466.982131404148
330,18618,478.4751312079755
331,18619,507.7104494589621
332,18620,487.89220792223625
333,18621,455.39575097691386
334,18622,457.0478696987141
335,18623,446.24444988311666
336,18624,419.1441095264042
337,18625,334.49892789685396
338,18626,283.08912117323933
339,18627,233.90642720105345
340,18628,196.87974664134782
341,18629,176.2398488680738
342,18630,189.5056943874536
343,18631,219.77655131657107
344,18632,253.08641159880892
345,18633,327.0429417290277
346,18634,464.2003136514615
347,18635,514.6269134078904
348,18636,520.0792429531942
349,18637,459.9695442775101
350,18638,491.8194911842296
351,18639,485.6074108006459
352,18640,473.2130441839994
353,18641,484.23687987668967
354,18642,496.15454008500353
355,18643,526.4700882399025
356,18644,505.91957291819034
357,18645,472.22238867918264
358,18646,473.9355523341278
359,18647,462.7329517383131
360,18648,399.7745159033428
361,18649,319.04097882050263
362,18650,270.0069350906748
363,18651,223.09708421439933
364,18652,187.78148998360047
365,18653,168.0954083876349
366,18654,180.74820929792543
367,18655,209.6201817288178
368,18656,241.39071832107965
369,18657,311.9295505716535
370,18658,442.74857132521026
371,18659,490.84484429694817
372,18660,496.045209409993
373,18661,438.7133153358533
374,18662,469.09140443883007
375,18663,463.1663982854431
376,18664,451.34480327436904
377,18665,461.85920268325697
378,18666,473.2261209631358
379,18667,502.14071933757793
380,18668,482.5398896287111
381,18669,450.3999281923535
382,18670,452.0339226950861
383,18671,441.3490195120004
384,18672,385.3477069798546
385,18673,307.5276305276393
386,18674,260.26309623749574
387,18675,215.04609827780035
388,18676,181.00495079065124
389,18677,162.02928800914026
390,18678,174.22548267311404
391,18679,202.05554169298398
392,18680,232.6795633309908
393,18681,300.67283498657406
394,18682,426.77094197276676
395,18683,473.13154718057206
396,18684,478.1442448189937
397,18685,422.8813077396747
398,18686,452.16313164936105
399,18687,446.4519433564054
400,18688,435.0569585608681
401,18689,445.19192099920645
402,18690,456.1486371487615
403,18691,484.0197838541925
404,18692,465.1262964438028
405,18693,434.14618153093573
406,18694,435.7212094774344
407,18695,425.42189629685294
408,18696,270.05460355878483
409,18697,215.51770217191347
410,18698,182.3943571022033
411,18699,150.70594106405542
412,18700,126.84964602761244
413,18701,113.55135724346759
414,18702,122.09854321407829
415,18703,141.6020602183237
416,18704,163.06360747299547
417,18705,210.71380932711793
418,18706,299.0843216588541
419,18707,331.5741863534265
420,18708,335.08712297919124
421,18709,296.35843640826073
422,18710,316.8793612877279
423,18711,312.87691709935666
424,18712,304.89122509761836
425,18713,311.9938838491643
426,18714,319.6724338508357
427,18715,339.20474541758756
428,18716,325.9640457584549
429,18717,304.252945628729
430,18718,305.3567371914693
431,18719,298.13890018989844
432,18720,269.10188911477104
433,18721,214.75738620212792
434,18722,181.75089560875733
435,18723,150.17427182028646
436,18724,126.4021384184254
437,18725,113.15076411616073
438,18726,121.667796823607
439,18727,141.10250817849797
440,18728,162.48834213004156
441,18729,209.9704408118116
442,18730,298.0291944754345
443,18731,330.40443952282936
444,18732,333.90498300505885
445,18733,295.3129257624478
446,18734,315.761455721482
447,18735,311.77313159008946
448,18736,303.81561198021285
449,18737,310.89321355630494
450,18738,318.5446747196478
451,18739,338.00807905390144
452,18740,324.8140907103616
453,18741,303.1795842710095
454,18742,304.27948181324007
455,18743,297.0871083196981
456,18744,417.57007064820476
457,18745,333.2427625225616
458,18746,282.02601835825413
459,18747,233.02802332537647
460,18748,196.14039144465022
461,18749,175.5780040092261
462,18750,188.79403144426428
463,18751,218.95121027413163
464,18752,252.13597989203717
465,18753,325.81477629994924
466,18754,462.45707230712924
467,18755,512.6943018047187
468,18756,518.1261558656104
469,18757,458.2421910139785
470,18758,489.9725297631209
471,18759,483.7837780052199
472,18760,471.43595675204585
473,18761,482.41839392433997
474,18762,494.2912989754688
475,18763,524.4930011992781
476,18764,504.01966055173705
477,18765,470.44902151967017
478,18766,472.15575162077
479,18767,460.99522087270924
480,18768,407.9227629602491
481,18769,325.5437062663291
482,18770,275.51024539855047
483,18771,227.64427291087412
484,18772,191.60887245104692
485,18773,171.52154702876123
486,18774,184.43223868415322
487,18775,213.89268275350287
488,18776,246.31076982981511
489,18777,318.2873321242478
490,18778,451.7727201884719
491,18779,500.8492965539981
492,18780,506.1556560664894
493,18781,447.65521717877937
494,18782,478.6524757517471
495,18783,472.60670548751534
496,18784,460.5441614591202
497,18785,471.27286648437536
498,18786,482.87146651167836
499,18787,512.3754053311307
500,18788,492.3750694090492
501,18789,459.58002783185
502,18790,461.2473265857749
503,18791,450.3446425601104
504,18792,422.8580693860365
505,18793,337.4628621692517
506,18794,285.59752248161976
507,18795,235.97902958717853
508,18796,198.6242623331626
509,18797,177.80147817285697
510,18798,191.1848699409929
511,18799,221.7239514377381
512,18800,255.32896434458985
513,18801,329.9408098616136
514,18802,468.3135083559707
515,18803,519.1869290579801
516,18804,524.687570705524
517,18805,464.04525090268555
518,18806,496.1774144066432
519,18807,489.9102899065729
520,18808,477.4060990575118
521,18809,488.527614956917
522,18810,500.5508753887064
523,18811,531.135044112071
524,18812,510.40243440500336
525,18813,476.40666553411876
526,18814,478.1350092211885
527,18815,466.83314441530683
528,18816,403.488475762975
529,18817,322.0049130929003
530,18818,272.51533639905523
531,18819,225.16968660052447
532,18820,189.5260056754152
533,18821,169.6570376924181
534,18822,182.42738485146475
535,18823,211.56758184998483
536,18824,243.63327106686057
537,18825,314.82741870423945
538,18826,446.86176602971943
539,18827,495.40485994703795
540,18828,500.6535371623228
541,18829,442.7890219610287
542,18830,473.4493276612437
543,18831,467.4692773913701
544,18832,455.5378581478816
545,18833,466.1499377634842
546,18834,477.6224562668385
547,18835,506.8056752097465
548,18836,487.0227511155241
549,18837,454.58420504728963
550,18838,456.2333795821469
551,18839,445.4492121889941
552,18840,389.061666839487
553,18841,310.4915648000371
554,18842,262.77149754587623
555,18843,217.11870066392555
556,18844,182.749466482466
557,18845,163.59091731392346
558,18846,175.9046582266534
559,18847,204.00294181415103
560,18848,234.92211607677177
561,18849,303.57070311916
562,18850,430.88413667727593
563,18851,477.69156283066195
564,18852,482.7525725713235
565,18853,426.9570143648502
566,18854,456.5210548717748
567,18855,450.7548224623325
568,18856,439.2500134343808
569,18857,449.4826560794338
570,18858,460.5449724524644
571,18859,488.6847397263611
572,18860,469.6091579306159
573,18861,438.3304583858719
574,18862,439.9206663644951
575,18863,429.52208897384673
576,18864,273.7685634184171
577,18865,218.48163644431122
578,18866,184.90275841058371
579,18867,152.7785434501805
580,18868,128.5941617194272
581,18869,115.11298654825077
582,18870,123.77771876761759
583,18871,143.54946033949068
584,18872,165.30616021877643
585,18873,213.6116774597038
586,18874,303.19751636336326
587,18875,336.1342020035163
588,18876,339.6954507315211
589,18877,300.43414303343616
590,18878,321.23728451014154
591,18879,317.17979620528365
592,18880,309.08427997113085
593,18881,316.2846189293916
594,18882,324.0687691545385
595,18883,343.86970128975605
596,18884,330.44690724526794
597,18885,308.43722248366515
598,18886,309.55619407853
599,18887,302.23909286689224
600,18888,272.8158489744033
601,18889,217.72132047452564
602,18890,184.25929691713776
603,18891,152.24687420641158
604,18892,128.14665411024015
605,18893,114.7123934209439
606,18894,123.3469723771463
607,18895,143.04990829966496
608,18896,164.73089487582251
609,18897,212.86830894439754
610,18898,302.1423891799437
611,18899,334.96445517291914
612,18900,338.5133107573887
613,18901,299.3886323876232
614,18902,320.11937894389564
615,18903,316.0760106960165
616,18904,308.00866685372534
617,18905,315.18394863653225
618,18906,322.9410100233506
619,18907,342.67303492607
620,18908,329.2969521971746
621,18909,307.3638611259456
622,18910,308.47893870030083
623,18911,301.1873009966919
624,18912,421.2840305078371
625,18913,336.2066967949593
626,18914,284.53441966663456
627,18915,235.10062571150155
628,18916,197.88490713646496
629,18917,177.1396333140093
630,18918,190.47320699780357
631,18919,220.89861039529865
632,18920,254.37853263781813
633,18921,328.71264443253517
634,18922,466.57026701163846
635,18923,517.2543174548084
636,18924,522.7344836179401
637,18925,462.31789763915395
638,18926,494.3304529855346
639,18927,488.0866571111469
640,18928,475.62901162555835
641,18929,486.7091290045672
642,18930,498.68763427917156
643,18931,529.1579570714466
644,18932,508.50252203855
645,18933,474.6332983746063
646,18934,476.35520850783075
647,18935,465.095413549703
648,18936,411.63672281988136
649,18937,328.50764053872683
650,18938,278.0186467069309
651,18939,229.7168752969992
652,18940,193.35338814286166
653,18941,173.08317633354443
654,18942,186.11141423769254
655,18943,215.84008287466986
656,18944,248.55332257559604
657,18945,321.1852002568337
658,18946,455.8859148929811
659,18947,505.4093122040879
660,18948,510.76398381881927
661,18949,451.73092380395474
662,18950,483.0103989741607
663,18951,476.90958459344233
664,18952,464.73721633263267
665,18953,475.56360156460266
666,18954,487.26780181538106
667,18955,517.0403612032991
668,18956,496.85793089586224
669,18957,463.7643046867861
670,18958,465.4467834728356
671,18959,454.4448352371042
672,18960,426.57202924566866
673,18961,340.4267964416494
674,18962,288.10592379000025
675,18963,238.05163197330364
676,18964,200.36877802497736
677,18965,179.36310747764014
678,18966,192.8640454945322
679,18967,223.6713515589051
680,18968,257.5715170903708
681,18969,332.8386779941995
682,18970,472.42670306047995
683,18971,523.7469447080699
684,18972,529.2958984578538
685,18973,468.1209575278609
686,18974,500.53533762905687
687,18975,494.2131690124999
688,18976,481.59915393102443
689,18977,492.81835003714434
690,18978,504.94721069240916
691,18979,535.7999999842395
692,18980,514.8852958918164
693,18981,480.5909423890549
694,18982,482.3344661082493
